id,lat,long,State
2230,40.7589,-73.9997,NY
2231,40.7639,-73.9939,NY
2232,40.7369,-73.9285,NY
2233,40.7157,-73.9421,NY
2234,40.7381,-73.7443,NY
2235,40.7936,-73.9495,NY
2236,40.8542,-73.8544,NY
2237,40.7961,-73.9614,NY
2238,40.8093,-73.9592,NY
2239,40.7288,-73.9477,NY
2240,40.7667,-73.9171,NY
2241,40.7644,-73.9771,NY
2242,40.7273,-74.0055,NY
2243,40.6128,-73.9918,NY
2244,40.7813,-73.978,NY
2245,40.7145,-74.0025,NY
2246,40.7367,-73.9931,NY
2247,40.8307,-73.9474,NY
2248,40.7592,-73.9852,NY
2249,40.8666,-73.9286,NY
2250,40.6549,-73.9581,NY
2251,40.6996,-73.7525,NY
2252,40.7836,-73.9476,NY
2253,40.7096,-73.8148,NY
2254,40.7565,-74.0035,NY
2255,40.698,-73.9949,NY
2256,40.7677,-73.9185,NY
2257,40.7782,-73.9565,NY
2258,40.8359,-73.9435,NY
2259,40.7447,-73.9777,NY
2260,40.824,-73.9471,NY
2261,40.6913,-73.9518,NY
2262,40.7978,-73.9695,NY
2263,40.7659,-73.8666,NY
2264,40.7922,-73.968,NY
2265,40.7394,-74.0054,NY
2266,40.7381,-74.0048,NY
2267,40.6941,-73.9918,NY
2268,40.7979,-73.9421,NY
2269,40.6841,-73.9086,NY
2270,40.6789,-74.0019,NY
2271,40.678,-73.9731,NY
2272,40.7214,-74.0046,NY
2273,40.675,-73.9564,NY
2274,40.7477,-74.0042,NY
2275,40.6789,-73.962,NY
2276,40.7297,-73.9592,NY
2277,40.7292,-73.9836,NY
2278,40.8698,-73.9176,NY
2279,40.6448,-74.0143,NY
2280,40.7432,-73.98,NY
2281,40.717,-73.9578,NY
2282,40.7168,-73.9978,NY
2283,40.6841,-73.968,NY
2284,40.7789,-73.9073,NY
2285,40.7388,-74.0081,NY
2286,40.7145,-73.9576,NY
2287,40.7717,-73.9808,NY
2288,40.7309,-73.9932,NY
2289,40.8027,-73.9082,NY
2290,40.7077,-73.9398,NY
2291,40.7471,-73.9935,NY
2292,40.7156,-73.9601,NY
2293,40.7296,-73.9882,NY
2294,40.6672,-73.9101,NY
2295,40.7616,-73.9102,NY
2296,40.7565,-73.992,NY
2297,40.7497,-73.9836,NY
2298,40.7109,-74.0145,NY
2299,40.6912,-73.9844,NY
2300,40.7481,-73.9806,NY
2301,40.7498,-73.9722,NY
2302,40.7629,-73.9698,NY
2303,40.6645,-73.9337,NY
2304,40.8008,-73.9546,NY
2305,40.7492,-73.9703,NY
2306,40.7468,-74.008,NY
2307,40.7207,-73.9813,NY
2308,40.7091,-74.0171,NY
2309,40.6921,-73.989,NY
2310,40.7082,-74.0065,NY
2311,40.6179,-73.961,NY
2312,40.683,-73.9525,NY
2313,40.6429,-73.9544,NY
2314,40.6817,-74.0043,NY
2315,40.7225,-74.0063,NY
2316,40.7678,-73.9129,NY
2317,40.6673,-73.9535,NY
2318,40.7363,-73.8105,NY
2319,40.7721,-73.979,NY
2320,40.8027,-73.945,NY
2321,40.7541,-73.9274,NY
2322,40.7456,-73.9572,NY
2323,40.7281,-74.0023,NY
2324,40.7446,-73.9027,NY
2325,40.6633,-73.9846,NY
2326,40.7459,-73.9144,NY
2327,40.7629,-73.9894,NY
2328,40.6664,-73.7853,NY
2329,40.8802,-73.9138,NY
2330,40.7602,-73.9675,NY
2331,40.7359,-73.9932,NY
2332,40.793,-73.968,NY
2333,40.7088,-74.0025,NY
2334,40.7288,-73.9766,NY
2335,40.7451,-73.9366,NY
2336,40.7508,-74.0019,NY
2337,40.7643,-73.9556,NY
2338,40.8681,-73.9268,NY
2339,40.7792,-73.9788,NY
2340,40.7763,-73.9821,NY
2341,40.7141,-73.9494,NY
2342,40.7472,-73.9971,NY
2343,40.7339,-73.9776,NY
2344,40.6661,-73.9922,NY
2345,40.7517,-73.9901,NY
2346,40.747,-73.9217,NY
2347,40.6916,-73.9914,NY
2348,40.7466,-73.8914,NY
2349,40.7576,-73.9634,NY
2350,40.7252,-73.9922,NY
2351,40.7422,-73.995,NY
2352,40.7448,-73.9952,NY
2353,40.7302,-74.0069,NY
2354,40.7392,-73.9992,NY
2355,40.734,-73.9993,NY
2356,40.708,-74.0115,NY
2357,40.7216,-74.0083,NY
2358,40.7683,-73.9103,NY
2359,40.8194,-73.9417,NY
2360,40.7406,-73.9874,NY
2361,40.6407,-73.9757,NY
2362,40.6138,-73.9814,NY
2363,40.7602,-73.9853,NY
2364,40.8811,-73.8785,NY
2365,40.8142,-73.9594,NY
2366,40.7635,-73.9673,NY
2367,40.8335,-73.9405,NY
2368,40.7301,-73.9794,NY
2369,40.6482,-73.9582,NY
2370,40.7408,-73.8989,NY
2371,40.7482,-74.0055,NY
2372,40.6984,-73.8988,NY
2373,40.7323,-73.8108,NY
2374,40.8233,-73.9528,NY
2375,40.6716,-73.9626,NY
2376,40.7986,-73.9634,NY
2377,40.7598,-73.9861,NY
2378,40.7565,-73.9745,NY
2379,40.7306,-73.9924,NY
2380,40.7428,-73.9505,NY
2381,40.6415,-73.9673,NY
2382,40.707,-74.0038,NY
2383,40.8047,-73.9639,NY
2384,40.7239,-73.9841,NY
2385,40.7177,-74.0058,NY
2386,40.7074,-74.0041,NY
2387,40.6063,-73.7599,NY
2388,40.7124,-73.8263,NY
2389,40.695,-73.9398,NY
2390,40.8081,-73.9184,NY
2391,40.7853,-73.9556,NY
2392,40.7577,-73.9694,NY
2393,40.8044,-73.9554,NY
2394,40.7062,-73.9642,NY
2395,40.7146,-73.9555,NY
2396,40.7027,-73.9338,NY
2397,40.7198,-74.0071,NY
2398,40.7711,-73.9871,NY
2399,40.7511,-73.8912,NY
2400,40.6732,-73.789,NY
2401,40.7453,-73.9887,NY
2402,40.7574,-73.9696,NY
2403,40.7833,-73.982,NY
2404,40.7737,-73.964,NY
2405,40.759,-73.9645,NY
2406,40.7471,-74.0008,NY
2407,40.7661,-73.9716,NY
2408,40.7586,-73.9813,NY
2409,40.6579,-73.9378,NY
2410,40.6435,-73.9096,NY
2411,40.8042,-73.9646,NY
2412,40.7161,-73.858,NY
2413,40.7622,-73.9936,NY
2414,40.728,-73.9913,NY
2415,40.8203,-73.9041,NY
2416,40.6462,-74.0151,NY
2417,40.6762,-73.9663,NY
2418,40.7564,-74.0035,NY
2419,40.8004,-73.9312,NY
2420,40.7756,-73.8009,NY
2421,40.6896,-73.9731,NY
2422,40.7474,-74.0015,NY
2423,40.722,-73.8535,NY
2424,40.7456,-73.9034,NY
2425,40.651,-73.9129,NY
2426,40.7785,-73.9612,NY
2427,40.7756,-73.9563,NY
2428,40.8663,-73.925,NY
2429,40.768,-73.9204,NY
2430,40.7417,-73.975,NY
2431,40.6484,-73.9629,NY
2432,40.8541,-73.8888,NY
2433,40.7601,-73.9671,NY
2434,40.6896,-73.9857,NY
2435,40.7604,-73.9758,NY
2436,40.7323,-73.9901,NY
2437,40.7076,-74.0082,NY
2438,40.7416,-73.9782,NY
2439,40.6857,-73.9898,NY
2440,40.7163,-73.9912,NY
2441,40.7052,-74.0166,NY
2442,40.7398,-73.9968,NY
2443,40.7708,-73.949,NY
2444,40.7433,-73.982,NY
2445,40.7558,-73.9923,NY
2446,40.7552,-73.8524,NY
2447,40.7201,-73.9569,NY
2448,40.6761,-73.9839,NY
2449,40.7389,-73.8487,NY
